Q10,Q11,Q12,Q16,Q18,Q21,Q25,Q26,Q29,Q30,Q34,Q36,Q39,Q41,Income,Gender,Prayer,SI,Milieu,age1,yearbirth,Age,Q51,Q51other,Q53,Q53other
5,5,5,5,5,6,5,5,6,5,6,6,6,5,2,0,5,7,1,56,1963,4,NA,NA,NA,NA
5,1,1,4,4,4,1,4,NA,1,2,5,6,4,NA,1,1,7,1,33,1986,2,NA,NA,NA,NA
5,5,5,5,NA,5,1,1,6,6,6,6,1,5,2,0,5,7,1,69,1950,5,98,NA,NA,NA
1,5,5,1,5,5,5,6,6,6,1,6,6,6,2,1,5,2,1,62,1957,5,9,13,8,NA
5,5,5,5,1,5,5,NA,6,6,6,6,1,6,1,0,5,6,1,39,1980,2,NA,NA,NA,NA
5,5,5,6,1,5,6,5,6,6,6,2,1,6,2,1,3,3,1,18,2001,1,NA,NA,NA,NA
5,5,5,5,5,6,1,5,6,6,6,5,1,6,2,0,5,7,1,21,1998,1,1,NA,10,NA
6,5,5,1,5,5,1,5,6,6,6,1,1,1,2,1,5,6,1,50,1969,4,NA,NA,10,NA
5,5,1,1,NA,5,2,5,6,6,6,NA,5,6,1,0,5,2,1,53,1966,4,NA,NA,NA,NA
5,5,5,4,5,5,5,5,6,6,6,6,5,6,2,1,5,7,1,37,1982,2,NA,NA,10,NA
5,5,1,5,5,5,4,5,6,6,6,6,1,6,2,0,5,6,1,46,1973,3,NA,NA,10,NA
5,5,4,1,4,5,1,5,6,6,6,5,1,6,4,1,5,2,1,64,1955,5,1,NA,10,NA
5,5,5,4,5,5,2,5,6,6,6,6,6,6,2,0,5,6,1,51,1968,4,2,NA,NA,NA
5,4,1,4,4,4,1,5,6,6,6,5,6,6,1,1,5,7,2,24,1995,1,NA,NA,NA,NA
5,6,2,5,4,5,2,5,6,5,5,4,2,6,1,0,5,6,2,36,1983,2,NA,NA,NA,NA
3,NA,5,1,NA,1,1,3,6,6,6,6,4,6,2,1,5,7,2,65,1954,5,2,NA,12,NA
5,5,4,4,1,1,5,5,5,6,6,6,4,6,2,0,1,7,2,18,2001,1,NA,NA,NA,NA
6,6,6,6,6,6,6,6,6,6,6,6,5,6,1,1,3,2,2,42,1977,3,NA,NA,NA,NA
4,6,1,5,6,1,5,6,4,6,6,6,6,6,1,0,5,6,2,32,1987,2,1,NA,10,NA
5,6,2,5,4,3,6,3,1,1,6,6,NA,5,1,1,5,7,2,26,1993,1,NA,NA,NA,NA
3,4,2,5,6,2,6,4,6,5,6,5,2,3,1,0,2,3,2,36,1983,2,NA,NA,NA,NA
5,5,5,5,1,1,1,5,6,6,6,5,6,6,4,1,5,4,2,40,1979,3,4,NA,1,NA
1,5,5,1,3,5,2,5,6,6,6,6,1,6,1,0,5,5,2,33,1986,2,2,NA,10,NA
2,6,5,5,5,3,4,4,6,6,5,5,5,6,1,1,1,7,2,47,1972,3,NA,NA,NA,NA
1,5,2,6,2,6,5,6,6,6,1,6,1,6,1,0,5,7,2,47,1972,3,NA,NA,NA,NA
4,5,2,2,5,5,2,5,6,6,6,6,6,6,2,1,5,6,2,59,1960,4,99,NA,NA,NA
1,5,4,6,1,5,5,6,6,6,6,6,1,6,2,0,5,6,2,49,1970,3,NA,NA,NA,NA
5,5,5,5,6,6,1,5,6,6,6,6,1,6,1,1,5,6,2,28,1991,1,98,NA,NA,NA
5,5,5,3,5,5,5,3,6,6,6,6,1,6,1,0,5,7,2,26,1993,1,NA,NA,NA,NA
3,5,5,3,1,5,5,5,6,6,6,2,5,6,NA,1,3,7,2,18,2001,1,NA,NA,NA,NA
1,5,1,1,5,5,5,5,6,6,6,1,6,6,2,0,3,7,2,40,1979,3,1,NA,12,NA
1,5,5,2,3,1,1,5,6,6,6,1,6,6,1,1,1,1,2,64,1955,5,2,NA,8,NA
2,5,5,2,1,6,1,6,6,6,6,6,1,6,1,0,1,7,2,NA,9999,NA,2,NA,12,NA
5,3,3,1,4,4,1,1,6,6,6,4,4,6,2,1,1,7,2,39,1980,2,2,NA,10,NA
5,5,2,5,2,5,1,5,6,6,6,6,6,5,2,0,5,2,2,32,1987,2,3,3,4,NA
1,2,2,1,5,NA,1,5,6,6,6,6,2,6,2,1,1,6,2,33,1986,2,NA,NA,12,NA
5,5,5,5,5,4,5,5,5,6,6,6,4,5,5,0,5,2,2,35,1984,2,3,NA,13,14
1,1,1,1,1,1,1,NA,6,6,6,3,1,6,1,1,1,1,2,NA,9999,NA,NA,NA,NA,NA
NA,NA,NA,NA,1,3,5,1,6,6,6,5,6,6,1,0,5,7,2,NA,9999,NA,NA,NA,NA,NA
5,5,1,1,2,4,1,5,6,6,6,NA,6,6,2,1,1,7,2,39,1980,2,NA,NA,NA,NA
4,4,1,1,4,4,2,5,6,6,6,5,1,6,1,0,5,6,2,57,1962,4,NA,NA,12,NA
1,4,1,2,1,3,1,1,6,6,6,5,2,5,1,1,5,6,2,64,1955,5,NA,NA,NA,NA
5,5,NA,6,5,5,6,6,6,6,6,5,6,4,1,0,5,7,2,40,1979,3,NA,NA,12,NA
5,5,5,5,5,5,5,5,6,6,6,6,6,6,1,1,1,4,2,54,1965,4,96,NA,96,NA
1,5,5,5,1,5,1,5,6,6,6,6,6,5,1,0,1,7,2,39,1980,2,NA,NA,NA,NA
5,6,5,1,5,5,6,5,6,6,6,4,2,4,3,1,5,2,1,42,1977,3,9,21,10,NA
5,5,5,4,5,5,2,5,6,6,6,6,6,6,2,0,5,7,1,35,1984,2,NA,NA,13,14
6,6,6,5,6,5,3,6,6,6,6,6,6,6,2,1,5,5,1,45,1974,3,NA,NA,NA,NA
6,5,6,2,5,6,4,5,6,6,6,5,6,4,4,0,3,6,1,51,1968,4,NA,NA,NA,NA
2,6,2,1,1,NA,NA,5,6,6,6,6,1,6,5,1,5,6,1,47,1972,3,NA,NA,NA,NA
5,5,4,NA,5,4,NA,5,6,6,6,5,6,6,NA,0,5,7,1,43,1976,3,98,NA,13,14
5,5,4,4,1,5,5,4,6,3,6,6,2,6,3,1,2,5,1,18,2001,1,NA,NA,NA,NA
5,4,5,5,1,4,4,4,6,6,6,6,6,6,2,0,5,7,1,37,1982,2,NA,NA,NA,NA
5,5,5,4,5,5,4,5,6,6,6,5,NA,6,3,1,5,4,1,39,1980,2,NA,NA,NA,NA
1,5,4,1,5,4,4,5,3,6,5,2,6,2,1,0,4,6,1,48,1971,3,NA,NA,NA,NA
5,5,2,2,2,6,2,6,5,5,6,5,4,3,3,1,4,6,1,21,1998,1,98,NA,3,NA
2,3,4,2,1,4,2,3,6,6,4,4,5,6,2,0,5,7,1,38,1981,2,NA,NA,NA,NA
4,6,NA,6,4,4,6,4,6,6,6,6,1,6,2,1,2,6,1,49,1970,3,NA,NA,10,NA
4,6,2,2,5,5,1,5,6,6,6,5,6,4,7,0,5,6,1,38,1981,2,NA,NA,NA,NA
5,5,6,4,3,4,5,3,6,6,6,6,6,6,1,1,5,7,1,26,1993,1,9,12,10,NA
3,4,1,5,1,4,1,5,6,6,6,2,4,6,1,0,5,6,1,37,1982,2,98,NA,12,NA
3,5,1,1,1,1,1,6,6,6,6,6,3,6,1,1,1,4,2,38,1981,2,2,NA,10,NA
4,5,1,5,5,4,2,NA,1,6,6,1,1,4,2,0,1,6,2,19,2000,1,NA,NA,NA,NA
6,6,5,2,1,5,1,1,1,6,6,5,6,1,2,1,5,6,2,59,1960,4,NA,NA,NA,NA
5,5,3,5,5,5,5,5,6,6,6,6,6,6,2,0,5,7,2,22,1997,1,9,13,10,NA
1,6,2,2,5,4,2,4,6,6,6,6,6,4,2,1,5,6,2,41,1978,3,NA,NA,NA,NA
1,6,1,1,6,6,4,6,6,6,6,6,6,6,3,0,5,6,2,47,1972,3,98,NA,13,14
4,2,4,6,2,6,6,5,6,6,5,6,1,5,1,1,4,6,2,35,1984,2,9,12,10,NA
2,6,6,1,3,6,1,1,6,6,6,6,3,6,2,0,5,7,2,43,1976,3,9,12,10,NA
NA,5,5,5,1,5,4,5,6,6,6,6,6,6,1,1,2,7,2,58,1961,4,9,13,10,NA
5,5,5,5,1,5,1,1,6,6,6,2,6,6,NA,0,5,4,2,26,1993,1,4,NA,10,NA
NA,5,5,1,1,NA,NA,6,5,5,6,5,6,3,3,1,2,7,2,25,1994,1,1,NA,NA,NA
4,5,6,4,2,5,5,5,6,6,4,6,2,1,1,0,5,7,2,54,1965,4,98,NA,10,NA
5,6,4,3,5,5,6,5,6,6,6,6,1,6,2,1,5,4,2,20,1999,1,NA,NA,10,NA
6,5,6,1,1,5,1,5,6,5,6,6,5,4,1,0,5,6,2,24,1995,1,NA,NA,NA,NA
1,5,1,1,1,5,3,5,1,1,3,5,6,6,1,1,5,7,2,33,1986,2,NA,NA,NA,NA
6,6,3,6,6,6,1,3,6,6,6,6,6,6,3,0,5,4,2,37,1982,2,NA,NA,NA,NA
6,4,4,6,2,6,6,6,6,6,6,6,6,6,3,1,1,4,2,23,1996,1,9,24,13,14
4,1,4,1,3,6,1,2,6,6,6,6,3,6,2,0,3,2,2,22,1997,1,NA,NA,NA,NA
6,6,1,6,6,6,6,6,6,6,6,5,6,6,1,1,2,6,2,41,1978,3,NA,NA,NA,NA
6,5,5,1,3,5,5,5,6,5,6,6,1,5,2,0,5,6,2,47,1972,3,NA,NA,13,14
1,3,5,3,1,5,1,5,5,6,6,1,4,6,2,1,3,7,2,33,1986,2,1,NA,3,NA
5,5,6,5,3,5,2,5,4,6,6,6,6,6,2,0,5,2,2,40,1979,3,NA,NA,NA,NA
6,6,6,3,6,6,1,NA,6,6,6,6,5,6,2,1,5,6,2,57,1962,4,2,NA,10,NA
1,6,6,6,1,6,1,1,1,6,6,6,6,6,2,0,2,4,2,28,1991,1,NA,NA,13,14
4,5,2,2,5,2,2,2,6,5,6,6,3,5,5,1,1,4,1,19,2000,1,9,12,13,14
5,5,2,5,4,3,2,4,6,6,6,6,1,5,4,0,5,6,1,38,1981,2,1,NA,11,NA
6,5,3,3,5,5,1,5,3,6,6,4,2,5,3,1,5,5,1,22,1997,1,NA,NA,NA,NA
5,5,5,5,5,4,4,5,6,6,6,6,6,6,2,0,5,NA,1,44,1975,3,NA,NA,NA,NA
5,6,6,4,6,6,5,6,4,6,6,6,5,5,3,1,5,6,1,46,1973,3,98,NA,98,NA
5,5,5,1,4,6,6,6,6,6,6,6,6,6,3,0,5,6,1,44,1975,3,NA,NA,98,NA
1,NA,5,3,4,5,1,5,6,6,6,5,1,6,1,1,5,6,1,63,1956,5,2,NA,12,NA
1,6,1,2,1,6,2,5,6,6,6,6,6,4,7,0,1,6,1,30,1989,2,9,27,13,15
6,6,4,6,6,6,6,NA,5,2,6,3,1,3,7,1,1,4,2,24,1995,1,NA,NA,NA,NA
NA,5,NA,1,NA,6,NA,NA,4,6,6,5,5,5,2,0,5,NA,2,62,1957,5,NA,NA,NA,NA
5,6,5,4,6,5,6,4,6,6,6,6,1,6,2,1,5,7,2,63,1956,5,9,23,13,15
6,5,5,6,5,5,4,1,6,6,6,6,4,5,2,0,5,4,2,57,1962,4,98,NA,10,NA
5,5,5,5,1,5,NA,NA,6,6,6,6,4,6,2,1,5,4,2,38,1981,2,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,6,6,6,6,NA,1,NA,2,0,5,NA,2,NA,9999,NA,NA,NA,NA,NA
4,4,5,6,5,5,5,5,6,6,6,6,6,6,2,1,1,6,2,30,1989,2,98,NA,NA,NA
6,5,1,1,1,5,1,5,6,6,6,6,6,6,2,0,5,4,2,59,1960,4,2,NA,12,NA
5,6,4,5,2,5,5,5,4,5,6,4,4,5,1,1,1,6,2,34,1985,2,3,NA,10,NA
5,3,1,5,3,3,1,1,5,4,6,6,3,2,2,0,5,4,2,35,1984,2,NA,NA,NA,NA
1,NA,NA,1,6,NA,1,1,6,6,6,5,6,6,1,1,5,2,2,62,1957,5,NA,NA,NA,NA
6,3,3,5,5,6,5,5,6,6,6,6,5,5,2,0,1,6,2,24,1995,1,NA,NA,NA,NA
2,5,5,3,1,1,1,5,6,6,5,6,5,6,2,1,2,NA,2,30,1989,2,NA,NA,NA,NA
1,5,6,1,4,5,1,5,4,5,6,6,1,6,1,0,5,NA,2,44,1975,3,99,NA,99,NA
1,5,6,1,4,NA,5,3,6,6,6,4,1,6,1,1,2,6,2,46,1973,3,98,NA,10,NA
6,5,2,2,3,NA,2,4,6,6,5,6,2,6,5,0,2,4,2,36,1983,2,NA,NA,3,NA
4,1,3,1,1,2,1,5,1,6,5,4,NA,4,1,1,1,4,2,43,1976,3,NA,NA,NA,NA
4,4,5,5,1,4,5,5,6,6,6,5,6,6,1,0,2,1,2,32,1987,2,NA,NA,NA,NA
5,6,5,5,4,5,1,6,6,6,6,6,5,5,1,1,5,4,2,24,1995,1,NA,NA,NA,NA
6,5,5,1,5,6,1,2,6,6,6,5,6,6,5,0,5,6,2,52,1967,4,NA,NA,NA,NA
2,5,5,5,5,5,6,4,6,6,6,6,6,5,3,1,3,6,2,39,1980,2,3,NA,4,NA
6,5,6,6,3,6,5,6,5,4,6,6,6,1,3,0,5,6,2,30,1989,2,NA,NA,NA,NA
4,5,2,6,4,6,5,5,6,6,6,6,6,6,1,1,1,4,2,33,1986,2,98,NA,NA,NA
1,6,2,2,5,5,1,2,6,6,5,6,1,6,2,0,5,4,2,31,1988,2,NA,NA,NA,NA
6,5,6,5,2,6,1,6,1,2,5,4,6,1,2,1,5,6,2,27,1992,1,1,NA,7,NA
6,NA,5,NA,NA,5,NA,6,5,6,6,6,6,4,1,0,5,NA,2,49,1970,3,98,NA,10,NA
3,1,4,5,1,5,6,5,4,3,4,2,3,5,3,1,1,4,2,23,1996,1,4,NA,10,NA
1,5,1,NA,NA,NA,5,4,6,5,5,6,4,6,2,0,5,2,2,64,1955,5,9,14,NA,NA
1,1,1,1,1,1,1,2,3,4,6,6,6,1,1,1,1,1,2,22,1997,1,9,14,5,NA
5,6,6,2,5,5,2,4,6,6,6,6,6,6,NA,0,5,6,2,46,1973,3,1,NA,10,NA
5,5,5,5,5,5,5,5,6,6,6,6,6,6,1,1,1,7,2,28,1991,1,NA,NA,NA,NA
5,5,1,1,4,4,5,4,6,6,6,6,6,5,3,0,4,6,2,46,1973,3,1,NA,11,NA
6,1,1,5,1,3,5,5,1,6,6,6,1,6,NA,1,5,6,1,21,1998,1,NA,NA,NA,NA
5,5,5,4,3,5,5,5,6,6,6,6,1,1,2,0,2,7,1,45,1974,3,NA,NA,NA,NA
6,5,6,6,6,5,1,5,6,6,6,5,2,6,NA,1,5,6,1,35,1984,2,NA,NA,NA,NA
5,6,4,3,5,5,1,5,6,6,6,6,1,5,NA,0,5,4,1,38,1981,2,NA,NA,NA,NA
2,3,3,1,3,5,5,2,6,5,6,5,2,6,2,1,5,6,1,24,1995,1,4,NA,10,NA
5,1,1,5,1,5,NA,5,5,6,6,6,1,2,2,0,5,6,1,38,1981,2,99,NA,NA,NA
1,4,1,5,4,1,6,5,6,6,1,2,1,6,2,1,1,7,1,20,1999,1,NA,NA,NA,NA
5,4,6,6,2,4,1,2,5,6,6,5,5,3,2,0,5,6,1,46,1973,3,NA,NA,NA,NA
1,5,3,4,4,4,4,4,5,5,5,5,2,6,1,1,5,7,1,45,1974,3,NA,NA,NA,NA
5,5,1,5,1,5,5,5,6,6,6,6,6,6,NA,0,5,7,1,65,1954,5,NA,NA,NA,NA
1,3,1,5,1,5,5,5,6,6,6,6,1,6,NA,1,5,7,1,36,1983,2,98,NA,NA,NA
4,6,6,4,6,4,2,4,6,6,6,5,1,1,2,0,5,5,1,25,1994,1,NA,NA,NA,NA
6,6,4,6,4,6,2,6,6,6,6,6,6,6,2,1,4,4,1,25,1994,1,99,NA,99,NA
4,6,5,1,1,5,1,6,6,6,6,6,6,6,2,0,5,7,1,54,1965,4,98,NA,NA,NA
6,5,4,6,4,6,1,5,6,6,6,5,6,6,3,1,5,2,1,69,1950,5,1,NA,4,NA
1,5,1,1,1,5,1,4,6,6,6,NA,1,NA,1,0,5,NA,1,62,1957,5,98,NA,10,NA
6,5,4,1,5,5,4,5,6,6,6,6,6,6,NA,1,4,6,1,25,1994,1,NA,NA,3,NA
5,5,5,5,1,5,1,5,6,6,6,6,6,1,2,0,5,6,1,31,1988,2,NA,NA,NA,NA
6,6,5,6,6,5,6,6,6,6,6,6,6,1,1,1,5,6,1,45,1974,3,NA,NA,NA,NA
4,5,4,4,5,4,4,5,5,5,6,6,2,1,2,0,3,1,1,32,1987,2,1,NA,10,NA
5,4,4,6,4,4,5,5,5,5,6,6,2,6,2,1,1,7,1,23,1996,1,NA,NA,13,14
5,4,5,5,3,5,5,6,5,6,6,3,2,5,3,0,1,5,1,31,1988,2,NA,NA,NA,NA
5,5,5,5,4,5,5,5,5,6,6,6,1,6,1,1,1,6,1,32,1987,2,NA,NA,NA,NA
5,5,4,4,5,6,5,4,6,6,6,6,6,6,2,0,5,6,1,26,1993,1,NA,NA,10,NA
5,6,2,1,1,4,6,2,4,5,5,6,5,5,2,1,1,4,2,20,1999,1,NA,NA,NA,NA
5,5,1,5,2,6,2,5,4,6,6,6,6,1,1,0,5,6,2,42,1977,3,8,NA,10,NA
4,5,5,4,6,5,1,6,6,6,6,6,6,6,2,1,5,7,2,38,1981,2,NA,NA,NA,NA
4,5,1,6,4,5,5,4,6,6,5,5,1,1,1,0,1,4,2,31,1988,2,NA,NA,NA,NA
5,5,6,5,5,5,5,5,6,5,6,6,2,6,1,1,4,6,2,30,1989,2,NA,NA,NA,NA
5,5,4,5,4,4,4,5,6,6,6,6,NA,1,1,0,5,6,2,34,1985,2,9,12,1,NA
6,4,2,3,3,6,2,4,6,6,6,6,1,6,1,1,5,6,2,19,2000,1,NA,NA,NA,NA
6,6,6,6,6,6,6,6,6,6,6,6,5,2,1,0,5,7,2,55,1964,4,99,NA,99,NA
5,6,1,5,4,5,4,4,6,6,6,6,2,5,3,1,5,4,1,25,1994,1,NA,NA,NA,NA
5,5,5,6,3,6,5,6,6,6,6,6,6,1,1,0,5,7,1,39,1980,2,NA,NA,NA,NA
6,6,5,6,2,5,5,5,5,6,6,6,1,5,4,1,5,4,1,29,1990,1,NA,NA,NA,NA
5,5,5,1,1,6,5,1,6,6,6,6,5,2,2,0,5,3,1,34,1985,2,99,NA,99,NA
5,5,4,5,5,6,5,5,1,1,6,6,6,6,2,1,5,6,1,25,1994,1,NA,NA,10,NA
4,4,1,1,1,5,1,4,6,6,6,6,6,6,1,0,5,7,1,73,1946,5,NA,NA,NA,NA
6,6,1,6,3,6,1,6,6,6,6,6,6,6,NA,1,5,6,1,35,1984,2,NA,NA,NA,NA
5,5,5,1,4,5,1,5,6,6,6,6,1,6,2,0,5,6,1,33,1986,2,NA,NA,NA,NA
5,6,4,5,4,5,1,1,6,4,6,5,2,6,2,1,5,6,1,33,1986,2,NA,NA,NA,NA
5,1,4,5,4,5,1,5,2,5,6,6,6,5,1,0,5,7,1,22,1997,1,NA,NA,NA,NA
6,1,1,5,4,5,4,4,6,1,6,6,1,NA,2,1,1,6,1,36,1983,2,NA,NA,NA,NA
6,6,6,6,5,6,1,6,6,6,6,6,1,6,1,0,5,6,1,44,1975,3,NA,NA,NA,NA
4,5,5,4,4,4,4,1,6,6,6,6,2,6,3,1,5,6,1,34,1985,2,NA,NA,NA,NA
1,4,5,5,5,5,1,5,6,6,6,6,6,6,2,0,5,6,1,47,1972,3,NA,NA,10,NA
4,5,6,5,5,5,1,5,6,6,6,6,2,5,1,1,5,7,1,49,1970,3,NA,NA,1,NA
1,6,1,1,4,2,1,1,6,6,6,3,NA,5,2,0,5,7,1,55,1964,4,NA,NA,NA,NA
5,5,5,5,5,5,5,5,3,4,6,6,1,3,3,1,2,6,1,38,1981,2,NA,NA,NA,NA
1,5,1,5,1,5,1,3,6,6,6,6,6,6,1,0,5,6,1,69,1950,5,NA,NA,12,NA
4,5,1,5,1,3,5,4,6,6,6,5,1,6,2,1,5,7,1,33,1986,2,NA,NA,NA,NA
6,6,6,3,6,3,5,6,6,6,6,6,6,2,2,0,5,6,1,40,1979,3,NA,NA,NA,NA
6,6,4,4,5,4,4,4,6,6,6,6,6,6,3,1,5,2,1,55,1964,4,4,NA,13,14
6,6,6,6,6,6,4,4,6,6,6,6,6,6,2,0,5,7,1,40,1979,3,7,NA,10,NA
5,5,5,6,1,5,6,1,6,6,6,6,2,6,4,1,2,6,1,19,2000,1,NA,NA,NA,NA
1,5,5,5,5,5,5,5,6,6,6,6,6,6,2,0,5,7,1,23,1996,1,NA,NA,NA,NA
6,6,6,6,6,6,6,6,6,6,6,6,5,6,4,1,5,2,1,48,1971,3,9,25,4,NA
5,5,5,1,5,5,4,NA,6,6,6,6,6,6,1,0,5,7,1,58,1961,4,NA,NA,NA,NA
5,5,1,5,2,5,1,3,6,6,6,5,6,6,3,1,2,4,1,20,1999,1,NA,NA,NA,NA
5,1,6,1,1,4,1,5,6,1,6,6,1,1,4,0,1,6,1,34,1985,2,NA,NA,NA,NA
5,5,5,4,5,6,4,5,6,6,6,6,2,6,1,1,1,4,1,56,1963,4,NA,NA,NA,NA
6,5,5,4,5,5,5,1,6,6,5,2,2,5,2,0,5,2,1,55,1964,4,6,NA,10,NA
6,6,4,6,6,6,5,5,6,6,6,6,1,6,2,1,5,4,1,46,1973,3,99,NA,10,NA
1,5,5,5,5,5,5,1,6,6,6,6,6,6,2,0,5,2,1,48,1971,3,NA,NA,NA,NA
4,5,1,5,2,4,1,5,6,6,6,6,6,5,2,1,2,6,2,28,1991,1,NA,NA,10,NA
6,5,6,4,6,6,1,6,6,6,6,6,1,6,2,0,5,7,2,45,1974,3,NA,NA,NA,NA
5,5,5,5,5,5,5,5,6,6,6,6,2,6,3,1,5,2,2,68,1951,5,7,NA,6,NA
6,4,5,5,4,5,5,5,6,6,6,6,6,5,2,0,5,6,2,30,1989,2,2,NA,NA,NA
1,3,5,1,1,5,5,5,6,6,6,6,6,5,2,1,5,6,2,34,1985,2,1,NA,7,NA
6,6,6,6,1,6,5,5,6,6,6,6,6,1,1,0,5,6,2,33,1986,2,NA,NA,NA,NA
6,5,5,6,5,6,1,6,6,6,6,6,2,6,1,1,5,6,2,45,1974,3,7,NA,6,NA
5,5,NA,NA,NA,NA,1,1,6,6,6,6,6,6,NA,0,5,NA,2,67,1952,5,98,NA,98,NA
5,6,5,5,4,5,4,4,6,6,6,6,3,6,2,1,5,4,1,51,1968,4,1,NA,1,NA
4,6,1,6,1,6,1,5,2,4,6,4,6,6,2,0,5,6,1,24,1995,1,NA,NA,NA,NA
5,6,4,6,5,5,5,5,5,6,6,6,1,6,3,1,5,6,1,63,1956,5,1,NA,1,NA
1,1,1,5,5,3,1,5,5,6,6,5,2,6,1,0,5,2,1,21,1998,1,NA,NA,NA,NA
4,6,1,4,1,6,1,4,6,6,6,5,2,6,2,1,5,7,1,37,1982,2,9,11,7,NA
5,5,4,1,5,6,1,6,6,6,5,5,1,6,2,0,5,7,1,22,1997,1,NA,NA,10,NA
5,6,4,6,5,6,4,6,6,5,6,5,6,1,1,1,5,6,1,42,1977,3,1,NA,10,NA
1,6,6,1,2,2,2,6,6,6,6,NA,2,5,2,0,5,7,1,49,1970,3,NA,NA,NA,NA
5,5,5,6,1,5,6,4,2,6,6,6,1,2,2,1,2,4,2,26,1993,1,9,19,2,NA
4,6,5,4,5,5,1,5,6,6,6,6,1,6,2,0,5,6,2,53,1966,4,1,NA,10,NA
6,5,5,5,6,5,5,6,6,6,6,6,1,6,3,1,5,6,2,76,1943,5,1,NA,10,NA
5,5,1,4,3,5,3,4,6,6,6,6,6,6,3,0,5,7,2,22,1997,1,NA,NA,99,NA
5,5,4,4,6,5,4,4,5,5,6,6,1,5,2,1,5,6,2,20,1999,1,1,NA,3,NA
5,5,4,6,1,5,1,4,6,6,6,6,6,6,2,0,5,6,2,44,1975,3,98,NA,10,NA
4,6,5,5,1,5,5,5,6,6,6,6,1,5,1,1,5,4,2,40,1979,3,NA,NA,10,NA
6,6,1,6,6,6,3,5,6,6,6,5,5,1,2,0,5,6,2,37,1982,2,99,NA,99,NA
1,4,1,1,1,2,5,5,5,5,6,5,5,5,2,1,5,2,1,22,1997,1,7,NA,6,NA
5,6,3,3,1,2,1,2,6,6,6,5,6,1,1,0,5,7,1,32,1987,2,NA,NA,NA,NA
3,6,3,3,5,4,2,2,6,6,6,6,6,6,2,1,5,6,1,40,1979,3,1,NA,10,NA
3,5,NA,4,5,1,4,6,5,6,5,6,6,5,1,0,3,NA,1,29,1990,1,NA,NA,NA,NA
5,5,5,5,5,6,3,1,6,6,6,6,5,6,2,1,1,6,1,31,1988,2,98,NA,10,NA
1,5,1,1,1,NA,1,5,6,6,6,6,NA,6,1,0,5,7,1,25,1994,1,NA,NA,NA,NA
2,5,1,2,4,2,1,1,5,4,6,6,6,4,2,1,1,3,1,24,1995,1,NA,NA,NA,NA
3,1,1,5,1,5,1,6,2,4,5,2,6,4,2,0,5,6,1,21,1998,1,NA,NA,4,NA
5,5,2,6,2,5,6,6,4,1,6,6,6,3,2,1,NA,1,1,28,1991,1,9,14,5,NA
5,5,1,1,1,5,1,3,6,6,4,6,5,6,1,0,5,6,1,47,1972,3,98,NA,NA,NA
5,5,6,5,5,5,6,6,6,6,6,4,4,5,2,1,1,6,1,18,2001,1,NA,NA,NA,NA
1,5,5,6,6,5,6,5,6,6,6,6,6,6,1,0,5,6,1,59,1960,4,NA,NA,13,15
NA,NA,1,NA,NA,NA,5,3,4,6,6,6,6,6,1,1,5,6,1,55,1964,4,98,NA,98,NA
5,5,4,5,4,4,5,4,6,6,6,5,1,6,2,0,5,7,1,46,1973,3,NA,NA,NA,NA
5,1,1,3,1,5,1,5,1,2,6,5,1,1,7,1,NA,6,1,20,1999,1,99,NA,NA,NA
5,1,4,2,1,6,1,1,6,4,6,6,6,4,2,0,2,3,1,24,1995,1,NA,NA,3,NA
5,5,5,5,5,5,5,5,5,5,6,6,6,6,2,1,3,6,1,19,2000,1,NA,NA,NA,NA
6,6,6,5,6,6,3,5,6,6,6,5,4,6,2,0,5,6,1,25,1994,1,NA,NA,NA,NA
6,5,6,1,6,6,3,5,6,6,6,6,1,6,4,1,5,6,1,19,2000,1,NA,NA,NA,NA
2,4,2,2,2,4,2,2,6,6,6,6,3,4,4,0,5,6,1,49,1970,3,99,NA,99,NA
5,5,2,5,3,5,4,2,6,6,6,5,3,6,6,1,1,4,1,50,1969,4,1,NA,1,NA
5,5,6,2,2,5,2,3,6,6,6,6,6,4,3,0,5,2,1,27,1992,1,NA,NA,NA,NA
5,6,5,3,4,5,5,5,5,6,6,6,4,6,2,1,5,2,1,24,1995,1,4,NA,10,NA
6,5,5,4,6,5,2,5,6,6,6,6,6,5,3,0,5,6,1,28,1991,1,NA,NA,3,NA
1,5,1,1,1,5,1,1,5,6,6,6,NA,6,3,1,3,7,2,25,1994,1,9,12,10,NA
6,4,4,6,2,5,1,5,5,6,6,5,5,4,2,0,1,2,2,19,2000,1,98,NA,13,14
6,6,5,5,4,6,6,4,1,4,6,4,NA,1,5,1,1,6,2,27,1992,1,NA,NA,NA,NA
5,5,1,5,5,5,2,2,5,6,6,6,5,6,1,0,5,7,2,27,1992,1,NA,NA,NA,NA
4,3,3,3,5,4,4,2,6,6,6,6,3,1,1,1,5,6,2,42,1977,3,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,1,6,6,5,5,1,5,2,0,5,NA,2,53,1966,4,98,NA,10,NA
5,2,5,5,1,5,1,5,6,1,6,6,1,6,2,1,5,7,2,28,1991,1,1,NA,13,14
3,5,4,NA,1,NA,5,5,6,6,6,6,4,6,3,0,5,2,2,43,1976,3,99,NA,3,NA
6,6,6,4,5,6,2,6,6,6,6,6,6,6,3,1,5,6,1,55,1964,4,NA,NA,NA,NA
